location,date,vaccine,total_vaccinations
Romania,2021-04-17,Pfizer/BioNTech,3362657
Romania,2021-04-18,Moderna,341162
Romania,2021-04-18,Oxford/AstraZeneca,464653
Romania,2021-04-18,Pfizer/BioNTech,3417475
Romania,2021-04-19,Moderna,349011
Romania,2021-04-19,Oxford/AstraZeneca,475051
Romania,2021-04-19,Pfizer/BioNTech,3474495
United States,2021-01-12,Moderna,3835859
United States,2021-01-12,Pfizer/BioNTech,5488697
United States,2021-01-13,Moderna,4249795
United States,2021-01-13,Pfizer/BioNTech,6025872
United States,2021-01-15,Moderna,5122662
United States,2021-01-15,Pfizer/BioNTech,7153268
United States,2021-01-19,Moderna,6828561
United States,2021-01-19,Pfizer/BioNTech,8874811
United States,2021-01-20,Moderna,7239750
United States,2021-01-20,Pfizer/BioNTech,9281063
United States,2021-01-21,Moderna,7724683
United States,2021-01-21,Pfizer/BioNTech,9817027
United States,2021-01-22,Moderna,8407909
United States,2021-01-22,Pfizer/BioNTech,10695066
United States,2021-01-23,Moderna,9061112
United States,2021-01-23,Pfizer/BioNTech,11471457
United States,2021-01-24,Moderna,9689497
United States,2021-01-24,Pfizer/BioNTech,12153536
United States,2021-01-25,Moderna,10084432
United States,2021-01-25,Pfizer/BioNTech,12551999
United States,2021-01-26,Moderna,10431466
United States,2021-01-26,Pfizer/BioNTech,13009981
United States,2021-01-27,Moderna,11001991
United States,2021-01-27,Pfizer/BioNTech,13550835
United States,2021-01-28,Moderna,11737592
United States,2021-01-28,Pfizer/BioNTech,14355980
United States,2021-01-29,Moderna,12619210
United States,2021-01-29,Pfizer/BioNTech,15164858
United States,2021-01-30,Moderna,13499942
United States,2021-01-30,Pfizer/BioNTech,15977015
United States,2021-01-31,Moderna,14246089
United States,2021-01-31,Pfizer/BioNTech,16775916
United States,2021-02-01,Moderna,14756609
United States,2021-02-01,Pfizer/BioNTech,17364398
United States,2021-02-02,Moderna,15006565
United States,2021-02-02,Pfizer/BioNTech,17672866
United States,2021-02-03,Moderna,15567188
United States,2021-02-03,Pfizer/BioNTech,18209204
United States,2021-02-04,Moderna,16260102
United States,2021-02-04,Pfizer/BioNTech,18841309
United States,2021-02-05,Moderna,17133644
United States,2021-02-05,Pfizer/BioNTech,19582865
United States,2021-02-06,Moderna,18336515
United States,2021-02-06,Pfizer/BioNTech,20598212
United States,2021-02-07,Moderna,19485089
United States,2021-02-07,Pfizer/BioNTech,21622193
United States,2021-02-08,Moderna,20066305
United States,2021-02-08,Pfizer/BioNTech,22247484
United States,2021-02-09,Moderna,20416765
United States,2021-02-09,Pfizer/BioNTech,22685406
United States,2021-02-10,Moderna,21189540
United States,2021-02-10,Pfizer/BioNTech,23475749
United States,2021-02-11,Moderna,22038088
United States,2021-02-11,Pfizer/BioNTech,24246868
United States,2021-02-12,Moderna,23111715
United States,2021-02-12,Pfizer/BioNTech,25192628
United States,2021-02-13,Moderna,24297615
United States,2021-02-13,Pfizer/BioNTech,26237417
United States,2021-02-14,Moderna,25505313
United States,2021-02-14,Pfizer/BioNTech,27271797
United States,2021-02-16,Moderna,26738383
United States,2021-02-16,Pfizer/BioNTech,28374410
United States,2021-02-17,Moderna,27287041
United States,2021-02-17,Pfizer/BioNTech,28886690
United States,2021-02-18,Moderna,28043413
United States,2021-02-18,Pfizer/BioNTech,29585627
United States,2021-02-19,Moderna,29044336
United States,2021-02-19,Pfizer/BioNTech,30431247
United States,2021-02-20,Moderna,29909492
United States,2021-02-20,Pfizer/BioNTech,31270062
United States,2021-02-21,Moderna,30747615
United States,2021-02-21,Pfizer/BioNTech,32232422
United States,2021-02-22,Moderna,31212925
United States,2021-02-22,Pfizer/BioNTech,32853883
United States,2021-02-23,Moderna,31569021
United States,2021-02-23,Pfizer/BioNTech,33352170
United States,2021-02-24,Moderna,32194245
United States,2021-02-24,Pfizer/BioNTech,34159027
United States,2021-02-25,Moderna,33066503
United States,2021-02-25,Pfizer/BioNTech,35095003
United States,2021-02-26,Moderna,34181226
United States,2021-02-26,Pfizer/BioNTech,36159403
United States,2021-02-27,Moderna,35422721
United States,2021-02-27,Pfizer/BioNTech,37269195
United States,2021-02-28,Moderna,36694414
United States,2021-02-28,Pfizer/BioNTech,38426567
United States,2021-03-01,Moderna,37522293
United States,2021-03-01,Pfizer/BioNTech,39262524
United States,2021-03-02,Moderna,38319678
United States,2021-03-02,Pfizer/BioNTech,40196532
United States,2021-03-03,Moderna,39248180
United States,2021-03-03,Pfizer/BioNTech,41175807
United States,2021-03-04,Moderna,40261524
United States,2021-03-04,Pfizer/BioNTech,42193285
United States,2021-03-05,Moderna,41507728
United States,2021-03-05,Pfizer/BioNTech,43373717
United States,2021-03-06,Moderna,42977312
United States,2021-03-06,Pfizer/BioNTech,44774584
United States,2021-03-07,Moderna,44195607
United States,2021-03-07,Pfizer/BioNTech,45932122
United States,2021-03-08,Johnson&Johnson,208590
United States,2021-03-08,Moderna,44936695
United States,2021-03-08,Pfizer/BioNTech,46824290
United States,2021-03-09,Johnson&Johnson,308181
United States,2021-03-09,Moderna,45635740
United States,2021-03-09,Pfizer/BioNTech,47628226
United States,2021-03-10,Johnson&Johnson,458911
United States,2021-03-10,Moderna,46535646
United States,2021-03-10,Pfizer/BioNTech,48605159
United States,2021-03-11,Johnson&Johnson,638469
United States,2021-03-11,Moderna,47733656
United States,2021-03-11,Pfizer/BioNTech,49708920
United States,2021-03-12,Johnson&Johnson,873726
United States,2021-03-12,Moderna,49169578
United States,2021-03-12,Pfizer/BioNTech,50960400
United States,2021-03-13,Johnson&Johnson,1189207
United States,2021-03-13,Moderna,51292130
United States,2021-03-13,Pfizer/BioNTech,53096054
United States,2021-03-14,Johnson&Johnson,1273958
United States,2021-03-14,Moderna,51951820
United States,2021-03-14,Pfizer/BioNTech,53708091
United States,2021-03-15,Johnson&Johnson,1428465
United States,2021-03-15,Moderna,52883263
United States,2021-03-15,Pfizer/BioNTech,54643581
United States,2021-03-16,Johnson&Johnson,1569675
United States,2021-03-16,Moderna,53647312
United States,2021-03-16,Pfizer/BioNTech,55393141
United States,2021-03-17,Johnson&Johnson,1766131
United States,2021-03-17,Moderna,54643195
United States,2021-03-17,Pfizer/BioNTech,56499018
United States,2021-03-18,Johnson&Johnson,1911052
United States,2021-03-18,Moderna,55811286
United States,2021-03-18,Pfizer/BioNTech,57876875
United States,2021-03-19,Johnson&Johnson,2025349
United States,2021-03-19,Moderna,56941640
United States,2021-03-19,Pfizer/BioNTech,59214724
United States,2021-03-20,Johnson&Johnson,2163681
United States,2021-03-20,Moderna,58294583
United States,2021-03-20,Pfizer/BioNTech,60849627
United States,2021-03-21,Johnson&Johnson,2298614
United States,2021-03-21,Moderna,59518840
United States,2021-03-21,Pfizer/BioNTech,62529418
United States,2021-03-22,Johnson&Johnson,2406337
United States,2021-03-22,Moderna,60275003
United States,2021-03-22,Pfizer/BioNTech,63693721
United States,2021-03-23,Johnson&Johnson,2489153
United States,2021-03-23,Moderna,60913292
United States,2021-03-23,Pfizer/BioNTech,64679659
United States,2021-03-24,Johnson&Johnson,2622182
United States,2021-03-24,Moderna,61719260
United States,2021-03-24,Pfizer/BioNTech,65995871
United States,2021-03-25,Johnson&Johnson,2734367
United States,2021-03-25,Moderna,62877755
United States,2021-03-25,Pfizer/BioNTech,67555076
United States,2021-03-26,Johnson&Johnson,2863246
United States,2021-03-26,Moderna,64313721
United States,2021-03-26,Pfizer/BioNTech,69368232
United States,2021-03-27,Johnson&Johnson,2982453
United States,2021-03-27,Moderna,65811340
United States,2021-03-27,Pfizer/BioNTech,71246219
United States,2021-03-28,Johnson&Johnson,3090712
United States,2021-03-28,Moderna,67249447
United States,2021-03-28,Pfizer/BioNTech,72981111
United States,2021-03-29,Johnson&Johnson,3155418
United States,2021-03-29,Moderna,68177850
United States,2021-03-29,Pfizer/BioNTech,74338025
United States,2021-03-30,Johnson&Johnson,3215657
United States,2021-03-30,Moderna,68858013
United States,2021-03-30,Pfizer/BioNTech,75386890
United States,2021-03-31,Johnson&Johnson,3307113
United States,2021-03-31,Moderna,69930956
United States,2021-03-31,Pfizer/BioNTech,76891912
United States,2021-04-01,Johnson&Johnson,3429880
United States,2021-04-01,Moderna,71338865
United States,2021-04-01,Pfizer/BioNTech,78717917
United States,2021-04-02,Johnson&Johnson,3617377
United States,2021-04-02,Moderna,72997571
United States,2021-04-02,Pfizer/BioNTech,80845236
United States,2021-04-03,Johnson&Johnson,3840647
United States,2021-04-03,Moderna,74713387
United States,2021-04-03,Pfizer/BioNTech,82986550
United States,2021-04-04,Johnson&Johnson,4054089
United States,2021-04-04,Moderna,76038933
United States,2021-04-04,Pfizer/BioNTech,84810406
United States,2021-04-05,Johnson&Johnson,4204015
United States,2021-04-05,Moderna,76791212
United States,2021-04-05,Pfizer/BioNTech,86041963
United States,2021-04-06,Johnson&Johnson,4299901
United States,2021-04-06,Moderna,77285350
United States,2021-04-06,Pfizer/BioNTech,86855993
United States,2021-04-07,Johnson&Johnson,4544552
United States,2021-04-07,Moderna,78315776
United States,2021-04-07,Pfizer/BioNTech,88463874
United States,2021-04-08,Johnson&Johnson,4917225
United States,2021-04-08,Moderna,79551820
United States,2021-04-08,Pfizer/BioNTech,90256586
United States,2021-04-09,Johnson&Johnson,5382365
United States,2021-04-09,Moderna,80944104
United States,2021-04-09,Pfizer/BioNTech,92355733
United States,2021-04-10,Johnson&Johnson,5972101
United States,2021-04-10,Moderna,82622178
United States,2021-04-10,Pfizer/BioNTech,94715143
United States,2021-04-11,Johnson&Johnson,6453740
United States,2021-04-11,Moderna,83847244
United States,2021-04-11,Pfizer/BioNTech,96586783
United States,2021-04-12,Johnson&Johnson,6859877
United States,2021-04-12,Moderna,84694388
United States,2021-04-12,Pfizer/BioNTech,97978125
United States,2021-04-13,Johnson&Johnson,7233726
United States,2021-04-13,Moderna,85435687
United States,2021-04-13,Pfizer/BioNTech,99453295
United States,2021-04-14,Johnson&Johnson,7517671
United States,2021-04-14,Moderna,86221076
United States,2021-04-14,Pfizer/BioNTech,100891617
United States,2021-04-15,Johnson&Johnson,7736781
United States,2021-04-15,Moderna,87539652
United States,2021-04-15,Pfizer/BioNTech,102877491
United States,2021-04-16,Johnson&Johnson,7848027
United States,2021-04-16,Moderna,89199649
United States,2021-04-16,Pfizer/BioNTech,105070417
United States,2021-04-17,Johnson&Johnson,7902746
United States,2021-04-17,Moderna,90718986
United States,2021-04-17,Pfizer/BioNTech,107083884
United States,2021-04-18,Johnson&Johnson,7935549
United States,2021-04-18,Moderna,92181455
United States,2021-04-18,Pfizer/BioNTech,109122092
United States,2021-04-19,Johnson&Johnson,7949021
United States,2021-04-19,Moderna,93002433
United States,2021-04-19,Pfizer/BioNTech,110461905
United States,2021-04-20,Johnson&Johnson,7961251
United States,2021-04-20,Moderna,93672874
United States,2021-04-20,Pfizer/BioNTech,111585824
