location,date,vaccine,total_vaccinations
Lithuania,2020-12-27,Pfizer/BioNTech,2421
Lithuania,2020-12-28,Pfizer/BioNTech,5209
Lithuania,2020-12-29,Pfizer/BioNTech,8182
Lithuania,2020-12-30,Pfizer/BioNTech,9714
Lithuania,2020-12-31,Pfizer/BioNTech,9739
Lithuania,2021-01-04,Pfizer/BioNTech,9741
Lithuania,2021-01-05,Pfizer/BioNTech,10364
Lithuania,2021-01-06,Pfizer/BioNTech,13864
Lithuania,2021-01-07,Pfizer/BioNTech,18034
Lithuania,2021-01-08,Pfizer/BioNTech,23212
Lithuania,2021-01-09,Pfizer/BioNTech,23516
Lithuania,2021-01-10,Pfizer/BioNTech,23519
Lithuania,2021-01-11,Pfizer/BioNTech,25725
Lithuania,2021-01-12,Pfizer/BioNTech,27813
Lithuania,2021-01-13,Moderna,163
Lithuania,2021-01-13,Pfizer/BioNTech,33903
Lithuania,2021-01-14,Moderna,471
Lithuania,2021-01-14,Pfizer/BioNTech,42237
Lithuania,2021-01-15,Moderna,1041
Lithuania,2021-01-15,Pfizer/BioNTech,48955
Lithuania,2021-01-16,Pfizer/BioNTech,50060
Lithuania,2021-01-17,Moderna,1042
Lithuania,2021-01-17,Pfizer/BioNTech,51191
Lithuania,2021-01-18,Moderna,1578
Lithuania,2021-01-18,Pfizer/BioNTech,55178
Lithuania,2021-01-19,Moderna,2074
Lithuania,2021-01-19,Pfizer/BioNTech,60968
Lithuania,2021-01-20,Moderna,2312
Lithuania,2021-01-20,Pfizer/BioNTech,64204
Lithuania,2021-01-21,Moderna,2372
Lithuania,2021-01-21,Pfizer/BioNTech,65693
Lithuania,2021-01-22,Pfizer/BioNTech,66086
Lithuania,2021-01-23,Pfizer/BioNTech,66094
Lithuania,2021-01-25,Pfizer/BioNTech,66196
Lithuania,2021-01-26,Pfizer/BioNTech,69345
Lithuania,2021-01-27,Pfizer/BioNTech,76248
Lithuania,2021-01-28,Pfizer/BioNTech,83330
Lithuania,2021-01-29,Pfizer/BioNTech,91407
Lithuania,2021-01-30,Pfizer/BioNTech,92051
Lithuania,2021-01-31,Pfizer/BioNTech,92059
Lithuania,2021-02-01,Pfizer/BioNTech,94943
Lithuania,2021-02-02,Moderna,2694
Lithuania,2021-02-02,Oxford/AstraZeneca,1
Lithuania,2021-02-02,Pfizer/BioNTech,98532
Lithuania,2021-02-03,Moderna,3324
Lithuania,2021-02-03,Pfizer/BioNTech,104701
Lithuania,2021-02-04,Moderna,3888
Lithuania,2021-02-04,Oxford/AstraZeneca,2
Lithuania,2021-02-04,Pfizer/BioNTech,114001
Lithuania,2021-02-05,Moderna,4033
Lithuania,2021-02-05,Pfizer/BioNTech,121165
Lithuania,2021-02-06,Pfizer/BioNTech,121892
Lithuania,2021-02-07,Pfizer/BioNTech,121989
Lithuania,2021-02-08,Moderna,4121
Lithuania,2021-02-08,Pfizer/BioNTech,124564
Lithuania,2021-02-09,Moderna,4362
Lithuania,2021-02-09,Oxford/AstraZeneca,301
Lithuania,2021-02-09,Pfizer/BioNTech,126878
Lithuania,2021-02-10,Moderna,4673
Lithuania,2021-02-10,Oxford/AstraZeneca,3025
Lithuania,2021-02-10,Pfizer/BioNTech,129995
Lithuania,2021-02-11,Moderna,5105
Lithuania,2021-02-11,Oxford/AstraZeneca,5522
Lithuania,2021-02-11,Pfizer/BioNTech,136131
Lithuania,2021-02-12,Moderna,5724
Lithuania,2021-02-12,Oxford/AstraZeneca,7457
Lithuania,2021-02-12,Pfizer/BioNTech,140862
Lithuania,2021-02-13,Moderna,5729
Lithuania,2021-02-13,Oxford/AstraZeneca,7766
Lithuania,2021-02-13,Pfizer/BioNTech,140994
Lithuania,2021-02-15,Moderna,6980
Lithuania,2021-02-15,Oxford/AstraZeneca,9612
Lithuania,2021-02-15,Pfizer/BioNTech,142544
Lithuania,2021-02-16,Pfizer/BioNTech,143051
Lithuania,2021-02-17,Moderna,8333
Lithuania,2021-02-17,Oxford/AstraZeneca,10586
Lithuania,2021-02-17,Pfizer/BioNTech,149006
Lithuania,2021-02-18,Moderna,8868
Lithuania,2021-02-18,Oxford/AstraZeneca,12061
Lithuania,2021-02-18,Pfizer/BioNTech,158324
Lithuania,2021-02-19,Moderna,9345
Lithuania,2021-02-19,Oxford/AstraZeneca,14828
Lithuania,2021-02-19,Pfizer/BioNTech,165549
Lithuania,2021-02-20,Oxford/AstraZeneca,15133
Lithuania,2021-02-20,Pfizer/BioNTech,166253
Lithuania,2021-02-22,Moderna,9513
Lithuania,2021-02-22,Oxford/AstraZeneca,17204
Lithuania,2021-02-22,Pfizer/BioNTech,169489
Lithuania,2021-02-23,Moderna,9925
Lithuania,2021-02-23,Oxford/AstraZeneca,19209
Lithuania,2021-02-23,Pfizer/BioNTech,175727
Lithuania,2021-02-24,Moderna,10058
Lithuania,2021-02-24,Oxford/AstraZeneca,21914
Lithuania,2021-02-24,Pfizer/BioNTech,184595
Lithuania,2021-02-25,Moderna,10769
Lithuania,2021-02-25,Oxford/AstraZeneca,26025
Lithuania,2021-02-25,Pfizer/BioNTech,191635
Lithuania,2021-02-26,Moderna,12274
Lithuania,2021-02-26,Oxford/AstraZeneca,30288
Lithuania,2021-02-26,Pfizer/BioNTech,195867
Lithuania,2021-02-27,Oxford/AstraZeneca,30845
Lithuania,2021-02-27,Pfizer/BioNTech,196009
Lithuania,2021-02-28,Oxford/AstraZeneca,31219
Lithuania,2021-02-28,Pfizer/BioNTech,196060
Lithuania,2021-03-01,Moderna,15758
Lithuania,2021-03-01,Oxford/AstraZeneca,34019
Lithuania,2021-03-01,Pfizer/BioNTech,197334
Lithuania,2021-03-02,Moderna,17645
Lithuania,2021-03-02,Oxford/AstraZeneca,35688
Lithuania,2021-03-02,Pfizer/BioNTech,203111
Lithuania,2021-03-03,Moderna,19444
Lithuania,2021-03-03,Oxford/AstraZeneca,38819
Lithuania,2021-03-03,Pfizer/BioNTech,210162
Lithuania,2021-03-04,Moderna,20510
Lithuania,2021-03-04,Oxford/AstraZeneca,42307
Lithuania,2021-03-04,Pfizer/BioNTech,221045
Lithuania,2021-03-05,Moderna,21091
Lithuania,2021-03-05,Oxford/AstraZeneca,46604
Lithuania,2021-03-05,Pfizer/BioNTech,230134
Lithuania,2021-03-06,Moderna,21179
Lithuania,2021-03-06,Oxford/AstraZeneca,46867
Lithuania,2021-03-06,Pfizer/BioNTech,230409
Lithuania,2021-03-07,Pfizer/BioNTech,230410
Lithuania,2021-03-08,Moderna,21661
Lithuania,2021-03-08,Oxford/AstraZeneca,53552
Lithuania,2021-03-08,Pfizer/BioNTech,232139
Lithuania,2021-03-09,Moderna,22625
Lithuania,2021-03-09,Oxford/AstraZeneca,56308
Lithuania,2021-03-09,Pfizer/BioNTech,240308
Lithuania,2021-03-10,Moderna,22818
Lithuania,2021-03-10,Oxford/AstraZeneca,62349
Lithuania,2021-03-10,Pfizer/BioNTech,249704
Lithuania,2021-03-11,Oxford/AstraZeneca,62705
Lithuania,2021-03-11,Pfizer/BioNTech,250484
Lithuania,2021-03-12,Moderna,23072
Lithuania,2021-03-12,Oxford/AstraZeneca,68921
Lithuania,2021-03-12,Pfizer/BioNTech,261935
Lithuania,2021-03-13,Oxford/AstraZeneca,69209
Lithuania,2021-03-13,Pfizer/BioNTech,263393
Lithuania,2021-03-14,Oxford/AstraZeneca,69217
Lithuania,2021-03-14,Pfizer/BioNTech,263409
Lithuania,2021-03-15,Moderna,23172
Lithuania,2021-03-15,Oxford/AstraZeneca,74974
Lithuania,2021-03-15,Pfizer/BioNTech,265594
Lithuania,2021-03-16,Moderna,23374
Lithuania,2021-03-16,Oxford/AstraZeneca,78303
Lithuania,2021-03-16,Pfizer/BioNTech,272262
Lithuania,2021-03-17,Moderna,23480
Lithuania,2021-03-17,Oxford/AstraZeneca,78399
Lithuania,2021-03-17,Pfizer/BioNTech,282596
Lithuania,2021-03-18,Moderna,23611
Lithuania,2021-03-18,Oxford/AstraZeneca,78426
Lithuania,2021-03-18,Pfizer/BioNTech,290817
Lithuania,2021-03-19,Moderna,25821
Lithuania,2021-03-19,Oxford/AstraZeneca,78950
Lithuania,2021-03-19,Pfizer/BioNTech,297330
Lithuania,2021-03-20,Moderna,26355
Lithuania,2021-03-20,Pfizer/BioNTech,297530
Lithuania,2021-03-21,Moderna,26357
Lithuania,2021-03-21,Pfizer/BioNTech,297560
Lithuania,2021-03-22,Moderna,31152
Lithuania,2021-03-22,Oxford/AstraZeneca,81240
Lithuania,2021-03-22,Pfizer/BioNTech,298677
Lithuania,2021-03-23,Moderna,32709
Lithuania,2021-03-23,Oxford/AstraZeneca,84005
Lithuania,2021-03-23,Pfizer/BioNTech,307197
Lithuania,2021-03-24,Moderna,33824
Lithuania,2021-03-24,Oxford/AstraZeneca,88591
Lithuania,2021-03-24,Pfizer/BioNTech,319084
Lithuania,2021-03-25,Moderna,34829
Lithuania,2021-03-25,Oxford/AstraZeneca,93029
Lithuania,2021-03-25,Pfizer/BioNTech,330559
Lithuania,2021-03-26,Moderna,36453
Lithuania,2021-03-26,Oxford/AstraZeneca,98582
Lithuania,2021-03-26,Pfizer/BioNTech,339783
Lithuania,2021-03-27,Moderna,36529
Lithuania,2021-03-27,Oxford/AstraZeneca,101401
Lithuania,2021-03-27,Pfizer/BioNTech,340033
Lithuania,2021-03-28,Oxford/AstraZeneca,101501
Lithuania,2021-03-28,Pfizer/BioNTech,340117
Lithuania,2021-03-29,Moderna,37950
Lithuania,2021-03-29,Oxford/AstraZeneca,106955
Lithuania,2021-03-29,Pfizer/BioNTech,341104
Lithuania,2021-03-30,Moderna,38132
Lithuania,2021-03-30,Oxford/AstraZeneca,109444
Lithuania,2021-03-30,Pfizer/BioNTech,351252
Lithuania,2021-03-31,Moderna,39567
Lithuania,2021-03-31,Oxford/AstraZeneca,111496
Lithuania,2021-03-31,Pfizer/BioNTech,368440
Lithuania,2021-04-01,Moderna,46822
Lithuania,2021-04-01,Oxford/AstraZeneca,114333
Lithuania,2021-04-01,Pfizer/BioNTech,376593
Lithuania,2021-04-02,Moderna,53321
Lithuania,2021-04-02,Oxford/AstraZeneca,119984
Lithuania,2021-04-02,Pfizer/BioNTech,384169
Lithuania,2021-04-03,Moderna,53514
Lithuania,2021-04-03,Oxford/AstraZeneca,127689
Lithuania,2021-04-03,Pfizer/BioNTech,384931
Lithuania,2021-04-04,Oxford/AstraZeneca,130092
Lithuania,2021-04-04,Pfizer/BioNTech,384937
Lithuania,2021-04-05,Moderna,53524
Lithuania,2021-04-05,Oxford/AstraZeneca,133602
Lithuania,2021-04-05,Pfizer/BioNTech,385131
Lithuania,2021-04-06,Moderna,56188
Lithuania,2021-04-06,Oxford/AstraZeneca,144170
Lithuania,2021-04-06,Pfizer/BioNTech,386564
Lithuania,2021-04-07,Moderna,57440
Lithuania,2021-04-07,Oxford/AstraZeneca,154097
Lithuania,2021-04-07,Pfizer/BioNTech,388105
Lithuania,2021-04-08,Moderna,58823
Lithuania,2021-04-08,Oxford/AstraZeneca,156814
Lithuania,2021-04-08,Pfizer/BioNTech,410855
Lithuania,2021-04-09,Moderna,59253
Lithuania,2021-04-09,Oxford/AstraZeneca,162043
Lithuania,2021-04-09,Pfizer/BioNTech,438593
Lithuania,2021-04-10,Moderna,59329
Lithuania,2021-04-10,Oxford/AstraZeneca,166219
Lithuania,2021-04-10,Pfizer/BioNTech,449925
Lithuania,2021-04-11,Moderna,59383
Lithuania,2021-04-11,Oxford/AstraZeneca,166837
Lithuania,2021-04-11,Pfizer/BioNTech,450968
Lithuania,2021-04-12,Moderna,59677
Lithuania,2021-04-12,Oxford/AstraZeneca,170809
Lithuania,2021-04-12,Pfizer/BioNTech,455430
Lithuania,2021-04-13,Moderna,60079
Lithuania,2021-04-13,Oxford/AstraZeneca,173332
Lithuania,2021-04-13,Pfizer/BioNTech,471242
Lithuania,2021-04-14,Moderna,60301
Lithuania,2021-04-14,Oxford/AstraZeneca,174311
Lithuania,2021-04-14,Pfizer/BioNTech,496560
Lithuania,2021-04-15,Moderna,60547
Lithuania,2021-04-15,Oxford/AstraZeneca,177605
Lithuania,2021-04-15,Pfizer/BioNTech,516111
Lithuania,2021-04-16,Moderna,60814
Lithuania,2021-04-16,Oxford/AstraZeneca,183820
Lithuania,2021-04-16,Pfizer/BioNTech,530009
Lithuania,2021-04-17,Moderna,60846
Lithuania,2021-04-17,Oxford/AstraZeneca,184970
Lithuania,2021-04-17,Pfizer/BioNTech,531288
Lithuania,2021-04-18,Oxford/AstraZeneca,185050
Lithuania,2021-04-18,Pfizer/BioNTech,531292
Lithuania,2021-04-19,Moderna,61275
Lithuania,2021-04-19,Oxford/AstraZeneca,189014
Lithuania,2021-04-19,Pfizer/BioNTech,532711
Lithuania,2021-04-20,Moderna,63022
Lithuania,2021-04-20,Oxford/AstraZeneca,190472
Lithuania,2021-04-20,Pfizer/BioNTech,544730
Lithuania,2021-04-21,Moderna,67157
Lithuania,2021-04-21,Oxford/AstraZeneca,191114
Lithuania,2021-04-21,Pfizer/BioNTech,566547
Lithuania,2021-04-22,Moderna,71066
Lithuania,2021-04-22,Oxford/AstraZeneca,193207
Lithuania,2021-04-22,Pfizer/BioNTech,586583
Lithuania,2021-04-23,Johnson&Johnson,1
Lithuania,2021-04-23,Moderna,72524
Lithuania,2021-04-23,Oxford/AstraZeneca,201004
Lithuania,2021-04-23,Pfizer/BioNTech,601838
Lithuania,2021-04-24,Moderna,73874
Lithuania,2021-04-24,Oxford/AstraZeneca,202268
Lithuania,2021-04-24,Pfizer/BioNTech,603754
Lithuania,2021-04-25,Moderna,73875
Lithuania,2021-04-25,Oxford/AstraZeneca,202287
Lithuania,2021-04-25,Pfizer/BioNTech,603997
Lithuania,2021-04-26,Moderna,74683
Lithuania,2021-04-26,Oxford/AstraZeneca,206537
Lithuania,2021-04-26,Pfizer/BioNTech,605071
Lithuania,2021-04-27,Moderna,75107
Lithuania,2021-04-27,Oxford/AstraZeneca,207875
Lithuania,2021-04-27,Pfizer/BioNTech,616114
Lithuania,2021-04-28,Johnson&Johnson,72
Lithuania,2021-04-28,Moderna,75664
Lithuania,2021-04-28,Oxford/AstraZeneca,208497
Lithuania,2021-04-28,Pfizer/BioNTech,629288
Lithuania,2021-04-29,Johnson&Johnson,75
Lithuania,2021-04-29,Moderna,77640
Lithuania,2021-04-29,Oxford/AstraZeneca,210611
Lithuania,2021-04-29,Pfizer/BioNTech,655359
Romania,2020-12-27,Moderna,0
Romania,2020-12-27,Oxford/AstraZeneca,0
Romania,2020-12-27,Pfizer/BioNTech,965
Romania,2020-12-28,Moderna,0
Romania,2020-12-28,Oxford/AstraZeneca,0
Romania,2020-12-28,Pfizer/BioNTech,2066
Romania,2020-12-29,Moderna,0
Romania,2020-12-29,Oxford/AstraZeneca,0
Romania,2020-12-29,Pfizer/BioNTech,2778
Romania,2020-12-30,Moderna,0
Romania,2020-12-30,Oxford/AstraZeneca,0
Romania,2020-12-30,Pfizer/BioNTech,5666
Romania,2020-12-31,Moderna,0
Romania,2020-12-31,Oxford/AstraZeneca,0
Romania,2020-12-31,Pfizer/BioNTech,10289
Romania,2021-01-01,Moderna,0
Romania,2021-01-01,Oxford/AstraZeneca,0
Romania,2021-01-01,Pfizer/BioNTech,11656
Romania,2021-01-02,Moderna,0
Romania,2021-01-02,Oxford/AstraZeneca,0
Romania,2021-01-02,Pfizer/BioNTech,13242
Romania,2021-01-03,Moderna,0
Romania,2021-01-03,Oxford/AstraZeneca,0
Romania,2021-01-03,Pfizer/BioNTech,13596
Romania,2021-01-04,Moderna,0
Romania,2021-01-04,Oxford/AstraZeneca,0
Romania,2021-01-04,Pfizer/BioNTech,25508
Romania,2021-01-05,Moderna,0
Romania,2021-01-05,Oxford/AstraZeneca,0
Romania,2021-01-05,Pfizer/BioNTech,41609
Romania,2021-01-06,Moderna,0
Romania,2021-01-06,Oxford/AstraZeneca,0
Romania,2021-01-06,Pfizer/BioNTech,58554
Romania,2021-01-07,Moderna,0
Romania,2021-01-07,Oxford/AstraZeneca,0
Romania,2021-01-07,Pfizer/BioNTech,76400
Romania,2021-01-08,Moderna,0
Romania,2021-01-08,Oxford/AstraZeneca,0
Romania,2021-01-08,Pfizer/BioNTech,92706
Romania,2021-01-09,Moderna,0
Romania,2021-01-09,Oxford/AstraZeneca,0
Romania,2021-01-09,Pfizer/BioNTech,102301
Romania,2021-01-10,Moderna,0
Romania,2021-01-10,Oxford/AstraZeneca,0
Romania,2021-01-10,Pfizer/BioNTech,108294
Romania,2021-01-11,Moderna,0
Romania,2021-01-11,Oxford/AstraZeneca,0
Romania,2021-01-11,Pfizer/BioNTech,125190
Romania,2021-01-12,Moderna,0
Romania,2021-01-12,Oxford/AstraZeneca,0
Romania,2021-01-12,Pfizer/BioNTech,140447
Romania,2021-01-13,Moderna,0
Romania,2021-01-13,Oxford/AstraZeneca,0
Romania,2021-01-13,Pfizer/BioNTech,154268
Romania,2021-01-14,Moderna,0
Romania,2021-01-14,Oxford/AstraZeneca,0
Romania,2021-01-14,Pfizer/BioNTech,168089
Romania,2021-01-15,Moderna,0
Romania,2021-01-15,Oxford/AstraZeneca,0
Romania,2021-01-15,Pfizer/BioNTech,184146
Romania,2021-01-16,Moderna,0
Romania,2021-01-16,Oxford/AstraZeneca,0
Romania,2021-01-16,Pfizer/BioNTech,196567
Romania,2021-01-17,Moderna,0
Romania,2021-01-17,Oxford/AstraZeneca,0
Romania,2021-01-17,Pfizer/BioNTech,204662
Romania,2021-01-18,Moderna,0
Romania,2021-01-18,Oxford/AstraZeneca,0
Romania,2021-01-18,Pfizer/BioNTech,234899
Romania,2021-01-19,Moderna,0
Romania,2021-01-19,Oxford/AstraZeneca,0
Romania,2021-01-19,Pfizer/BioNTech,269706
Romania,2021-01-20,Moderna,0
Romania,2021-01-20,Oxford/AstraZeneca,0
Romania,2021-01-20,Pfizer/BioNTech,308044
Romania,2021-01-21,Moderna,0
Romania,2021-01-21,Oxford/AstraZeneca,0
Romania,2021-01-21,Pfizer/BioNTech,347756
Romania,2021-01-22,Moderna,0
Romania,2021-01-22,Oxford/AstraZeneca,0
Romania,2021-01-22,Pfizer/BioNTech,385596
Romania,2021-01-23,Moderna,0
Romania,2021-01-23,Oxford/AstraZeneca,0
Romania,2021-01-23,Pfizer/BioNTech,418545
Romania,2021-01-24,Moderna,0
Romania,2021-01-24,Oxford/AstraZeneca,0
Romania,2021-01-24,Pfizer/BioNTech,445945
Romania,2021-01-25,Moderna,0
Romania,2021-01-25,Oxford/AstraZeneca,0
Romania,2021-01-25,Pfizer/BioNTech,484291
Romania,2021-01-26,Moderna,0
Romania,2021-01-26,Oxford/AstraZeneca,0
Romania,2021-01-26,Pfizer/BioNTech,528038
Romania,2021-01-27,Moderna,0
Romania,2021-01-27,Oxford/AstraZeneca,0
Romania,2021-01-27,Pfizer/BioNTech,570364
Romania,2021-01-28,Moderna,0
Romania,2021-01-28,Oxford/AstraZeneca,0
Romania,2021-01-28,Pfizer/BioNTech,609056
Romania,2021-01-29,Moderna,0
Romania,2021-01-29,Oxford/AstraZeneca,0
Romania,2021-01-29,Pfizer/BioNTech,646660
Romania,2021-01-30,Moderna,0
Romania,2021-01-30,Oxford/AstraZeneca,0
Romania,2021-01-30,Pfizer/BioNTech,672056
Romania,2021-01-31,Moderna,0
Romania,2021-01-31,Oxford/AstraZeneca,0
Romania,2021-01-31,Pfizer/BioNTech,691075
Romania,2021-02-01,Moderna,0
Romania,2021-02-01,Oxford/AstraZeneca,0
Romania,2021-02-01,Pfizer/BioNTech,720844
Romania,2021-02-02,Moderna,0
Romania,2021-02-02,Oxford/AstraZeneca,0
Romania,2021-02-02,Pfizer/BioNTech,748392
Romania,2021-02-03,Moderna,0
Romania,2021-02-03,Oxford/AstraZeneca,0
Romania,2021-02-03,Pfizer/BioNTech,771862
Romania,2021-02-04,Moderna,6443
Romania,2021-02-04,Oxford/AstraZeneca,0
Romania,2021-02-04,Pfizer/BioNTech,788012
Romania,2021-02-05,Moderna,14944
Romania,2021-02-05,Oxford/AstraZeneca,0
Romania,2021-02-05,Pfizer/BioNTech,806268
Romania,2021-02-06,Moderna,23087
Romania,2021-02-06,Oxford/AstraZeneca,0
Romania,2021-02-06,Pfizer/BioNTech,817385
Romania,2021-02-07,Moderna,31026
Romania,2021-02-07,Oxford/AstraZeneca,0
Romania,2021-02-07,Pfizer/BioNTech,824956
Romania,2021-02-08,Moderna,35454
Romania,2021-02-08,Oxford/AstraZeneca,0
Romania,2021-02-08,Pfizer/BioNTech,855554
Romania,2021-02-09,Moderna,40399
Romania,2021-02-09,Oxford/AstraZeneca,0
Romania,2021-02-09,Pfizer/BioNTech,889416
Romania,2021-02-10,Moderna,44448
Romania,2021-02-10,Oxford/AstraZeneca,0
Romania,2021-02-10,Pfizer/BioNTech,926179
Romania,2021-02-11,Moderna,47769
Romania,2021-02-11,Oxford/AstraZeneca,0
Romania,2021-02-11,Pfizer/BioNTech,961312
Romania,2021-02-12,Moderna,51388
Romania,2021-02-12,Oxford/AstraZeneca,0
Romania,2021-02-12,Pfizer/BioNTech,997068
Romania,2021-02-13,Moderna,54855
Romania,2021-02-13,Oxford/AstraZeneca,0
Romania,2021-02-13,Pfizer/BioNTech,1028900
Romania,2021-02-14,Moderna,57881
Romania,2021-02-14,Oxford/AstraZeneca,0
Romania,2021-02-14,Pfizer/BioNTech,1055753
Romania,2021-02-15,Moderna,60916
Romania,2021-02-15,Oxford/AstraZeneca,6812
Romania,2021-02-15,Pfizer/BioNTech,1083043
Romania,2021-02-16,Moderna,63951
Romania,2021-02-16,Oxford/AstraZeneca,13624
Romania,2021-02-16,Pfizer/BioNTech,1111098
Romania,2021-02-17,Moderna,69323
Romania,2021-02-17,Oxford/AstraZeneca,22956
Romania,2021-02-17,Pfizer/BioNTech,1139713
Romania,2021-02-18,Moderna,71707
Romania,2021-02-18,Oxford/AstraZeneca,31858
Romania,2021-02-18,Pfizer/BioNTech,1168247
Romania,2021-02-19,Moderna,72378
Romania,2021-02-19,Oxford/AstraZeneca,41296
Romania,2021-02-19,Pfizer/BioNTech,1196266
Romania,2021-02-20,Moderna,72676
Romania,2021-02-20,Oxford/AstraZeneca,50440
Romania,2021-02-20,Pfizer/BioNTech,1219748
Romania,2021-02-21,Moderna,72791
Romania,2021-02-21,Oxford/AstraZeneca,58747
Romania,2021-02-21,Pfizer/BioNTech,1239270
Romania,2021-02-22,Moderna,72935
Romania,2021-02-22,Oxford/AstraZeneca,68534
Romania,2021-02-22,Pfizer/BioNTech,1259204
Romania,2021-02-23,Moderna,73010
Romania,2021-02-23,Oxford/AstraZeneca,78141
Romania,2021-02-23,Pfizer/BioNTech,1278866
Romania,2021-02-24,Moderna,73017
Romania,2021-02-24,Oxford/AstraZeneca,87871
Romania,2021-02-24,Pfizer/BioNTech,1297346
Romania,2021-02-25,Moderna,73020
Romania,2021-02-25,Oxford/AstraZeneca,98055
Romania,2021-02-25,Pfizer/BioNTech,1307417
Romania,2021-02-26,Moderna,73020
Romania,2021-02-26,Oxford/AstraZeneca,109339
Romania,2021-02-26,Pfizer/BioNTech,1315258
Romania,2021-02-27,Moderna,73020
Romania,2021-02-27,Oxford/AstraZeneca,119310
Romania,2021-02-27,Pfizer/BioNTech,1320991
Romania,2021-02-28,Moderna,73020
Romania,2021-02-28,Oxford/AstraZeneca,127371
Romania,2021-02-28,Pfizer/BioNTech,1324066
Romania,2021-03-01,Moderna,73020
Romania,2021-03-01,Oxford/AstraZeneca,136586
Romania,2021-03-01,Pfizer/BioNTech,1347000
Romania,2021-03-02,Moderna,73020
Romania,2021-03-02,Oxford/AstraZeneca,146051
Romania,2021-03-02,Pfizer/BioNTech,1375693
Romania,2021-03-03,Moderna,73020
Romania,2021-03-03,Oxford/AstraZeneca,154730
Romania,2021-03-03,Pfizer/BioNTech,1405699
Romania,2021-03-04,Moderna,79862
Romania,2021-03-04,Oxford/AstraZeneca,162337
Romania,2021-03-04,Pfizer/BioNTech,1434988
Romania,2021-03-05,Moderna,88224
Romania,2021-03-05,Oxford/AstraZeneca,170102
Romania,2021-03-05,Pfizer/BioNTech,1466214
Romania,2021-03-06,Moderna,96530
Romania,2021-03-06,Oxford/AstraZeneca,177516
Romania,2021-03-06,Pfizer/BioNTech,1499132
Romania,2021-03-07,Moderna,104227
Romania,2021-03-07,Oxford/AstraZeneca,184012
Romania,2021-03-07,Pfizer/BioNTech,1530123
Romania,2021-03-08,Moderna,108871
Romania,2021-03-08,Oxford/AstraZeneca,190326
Romania,2021-03-08,Pfizer/BioNTech,1562623
Romania,2021-03-09,Moderna,113813
Romania,2021-03-09,Oxford/AstraZeneca,197660
Romania,2021-03-09,Pfizer/BioNTech,1598547
Romania,2021-03-10,Moderna,117819
Romania,2021-03-10,Oxford/AstraZeneca,204910
Romania,2021-03-10,Pfizer/BioNTech,1638693
Romania,2021-03-11,Moderna,121218
Romania,2021-03-11,Oxford/AstraZeneca,211212
Romania,2021-03-11,Pfizer/BioNTech,1678903
Romania,2021-03-12,Moderna,124766
Romania,2021-03-12,Oxford/AstraZeneca,217059
Romania,2021-03-12,Pfizer/BioNTech,1718894
Romania,2021-03-13,Moderna,128144
Romania,2021-03-13,Oxford/AstraZeneca,222922
Romania,2021-03-13,Pfizer/BioNTech,1758375
Romania,2021-03-14,Moderna,131137
Romania,2021-03-14,Oxford/AstraZeneca,228280
Romania,2021-03-14,Pfizer/BioNTech,1792723
Romania,2021-03-15,Moderna,137600
Romania,2021-03-15,Oxford/AstraZeneca,235679
Romania,2021-03-15,Pfizer/BioNTech,1828437
Romania,2021-03-16,Moderna,149732
Romania,2021-03-16,Oxford/AstraZeneca,242742
Romania,2021-03-16,Pfizer/BioNTech,1869226
Romania,2021-03-17,Moderna,158781
Romania,2021-03-17,Oxford/AstraZeneca,249300
Romania,2021-03-17,Pfizer/BioNTech,1907900
Romania,2021-03-18,Moderna,165150
Romania,2021-03-18,Oxford/AstraZeneca,256243
Romania,2021-03-18,Pfizer/BioNTech,1946513
Romania,2021-03-19,Moderna,169966
Romania,2021-03-19,Oxford/AstraZeneca,263394
Romania,2021-03-19,Pfizer/BioNTech,1984407
Romania,2021-03-20,Moderna,174732
Romania,2021-03-20,Oxford/AstraZeneca,271485
Romania,2021-03-20,Pfizer/BioNTech,2022454
Romania,2021-03-21,Moderna,179154
Romania,2021-03-21,Oxford/AstraZeneca,279325
Romania,2021-03-21,Pfizer/BioNTech,2054609
Romania,2021-03-22,Moderna,183177
Romania,2021-03-22,Oxford/AstraZeneca,286648
Romania,2021-03-22,Pfizer/BioNTech,2090459
Romania,2021-03-23,Moderna,187546
Romania,2021-03-23,Oxford/AstraZeneca,294985
Romania,2021-03-23,Pfizer/BioNTech,2135815
Romania,2021-03-24,Moderna,191868
Romania,2021-03-24,Oxford/AstraZeneca,302969
Romania,2021-03-24,Pfizer/BioNTech,2182617
Romania,2021-03-25,Moderna,196122
Romania,2021-03-25,Oxford/AstraZeneca,310485
Romania,2021-03-25,Pfizer/BioNTech,2229733
Romania,2021-03-26,Moderna,200231
Romania,2021-03-26,Oxford/AstraZeneca,318056
Romania,2021-03-26,Pfizer/BioNTech,2273184
Romania,2021-03-27,Moderna,204969
Romania,2021-03-27,Oxford/AstraZeneca,326640
Romania,2021-03-27,Pfizer/BioNTech,2318409
Romania,2021-03-28,Moderna,209212
Romania,2021-03-28,Oxford/AstraZeneca,334912
Romania,2021-03-28,Pfizer/BioNTech,2360607
Romania,2021-03-29,Moderna,213039
Romania,2021-03-29,Oxford/AstraZeneca,342263
Romania,2021-03-29,Pfizer/BioNTech,2401887
Romania,2021-03-30,Moderna,217516
Romania,2021-03-30,Oxford/AstraZeneca,349827
Romania,2021-03-30,Pfizer/BioNTech,2454264
